/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DXUJmT-jCTH__20260811T134047Z/instagram/wreckedrudyy/3878767394282022087_69384001664.mp4	369752	6.48
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DY-IF_1x_jE__20260811T134158Z/head.mp4	1045408	9.78
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DY-IF_1x_jE__20260811T134158Z/instagram/gamblinginclips/3908597123121674436_62465047064.mp4	1045408	9.78
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DY-IF_1x_jE__20260811T134158Z/instagram/gamblinginclips/final/white_frame/3908597123121674436_62465047064.mp4	2461747	9.78
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DZ5gIGWB-uS__20260811T134420Z/head.mp4	932204	13.84
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DZ5gIGWB-uS__20260811T134420Z/instagram/wasted/3925309844286335890_1415356583.mp4	932204	13.84
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DZ5gIGWB-uS__20260811T134420Z/instagram/wasted/final/white_frame/3925309844286335890_1415356583.mp4	2135454	13.83
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DZSmfaTAwnb__20260811T134530Z/head.mp4	599822	7.55
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DZSmfaTAwnb__20260811T134530Z/instagram/velorenth/3914360310445836763_15581656261.mp4	599822	7.55
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DZdeVdFvymx__20260811T133905Z/head.mp4	1049385	11.21
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DZdeVdFvymx__20260811T133905Z/instagram/transitions.community/3917420666621471153_53819312489.mp4	1049385	11.21
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DZdeVdFvymx__20260811T133905Z/instagram/transitions.community/final/white_frame/3917420666621471153_53819312489.mp4	2830399	11.20
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DZpC53dqwcS__20260811T134317Z/head.mp4	2676780	11.52
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DZpC53dqwcS__20260811T134317Z/instagram/9to5binge/3920677723259471634_74904641891.mp4	2676780	11.52
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DZpC53dqwcS__20260811T134317Z/instagram/9to5binge/final/white_frame/3920677723259471634_74904641891.mp4	5189791	11.50
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_Db153LyMm04__20260811T134023Z/head.mp4	389069	11.42
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_Db153LyMm04__20260811T134023Z/instagram/wasted/3960325928217898296_1415356583.mp4	389069	11.42
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_Db153LyMm04__20260811T134023Z/instagram/wasted/final/white_frame/3960325928217898296_1415356583.mp4	847923	11.40
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_Db1Jihts6Au__20260811T134547Z/head.mp4	2035526	18.79
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_Db1Jihts6Au__20260811T134547Z/instagram/animeotaku_amv10k/3960113402423255086_79178646620.mp4	2035526	18.79
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_Db1Jihts6Au__20260811T134547Z/instagram/animeotaku_amv10k/final/white_frame/3960113402423255086_79178646620.mp4	3013026	18.70
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DbwHAvvyZOq__20260811T133954Z/head.mp4	415980	10.63
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DbwHAvvyZOq__20260811T133954Z/instagram/apexsyndicate__/3958694910051849130_47389926004.mp4	415980	10.63
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_DbwHAvvyZOq__20260811T133954Z/instagram/apexsyndicate__/final/white_frame/3958694910051849130_47389926004.mp4	789091	10.63
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_Dbx3enXIyqJ__20260811T134402Z/head.mp4	487918	6.18
/c/ClippersHQ_renders/outputs_paste_20260811_153854/_work/paste_Dbx3enXIyqJ__20260811T134402Z/instagram/wittymedia._/3959189543841901193_39871741023.mp4	487918	6.18
/c/ClippersHQ_renders/outputs_paste_20260811_170434/_work/paste_CsbHEA-grtu__20260811T151205Z/head.mp4	962707	9.40
